YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE              (UNITS),CONSUMPTION
2005,8,SD,Total Electric Power Industry,Coal (Short Tons),175418.41
2005,8,SD,Total Electric Power Industry,Petroleum (Barrels),3082.14
2005,8,SD,Total Electric Power Industry,Natural Gas (Mcf),567016.07
2005,8,TN,Total Electric Power Industry,Coal (Short Tons),2394138.16
2005,8,TN,Total Electric Power Industry,Petroleum (Barrels),22225.35
2005,8,TN,Total Electric Power Industry,Natural Gas (Mcf),2946428.69
2005,8,TX,Total Electric Power Industry,Coal (Short Tons),9488767
2005,8,TX,Total Electric Power Industry,Petroleum (Barrels),343688.73
2005,8,TX,Total Electric Power Industry,Natural Gas (Mcf),187367498
2005,8,UT,Total Electric Power Industry,Coal (Short Tons),1528631.03
2005,8,UT,Total Electric Power Industry,Petroleum (Barrels),6694.51
2005,8,UT,Total Electric Power Industry,Natural Gas (Mcf),2029778.91
2005,8,VA,Total Electric Power Industry,Coal (Short Tons),1470682.37
2005,8,VA,Total Electric Power Industry,Petroleum (Barrels),1059133.94
2005,8,VA,Total Electric Power Industry,Natural Gas (Mcf),15027153.5
2005,8,VT,Total Electric Power Industry,Petroleum (Barrels),3017.31
2005,8,VT,Total Electric Power Industry,Natural Gas (Mcf),2900
2005,8,WA,Total Electric Power Industry,Coal (Short Tons),639785.93
2005,8,WA,Total Electric Power Industry,Petroleum (Barrels),9034.31
2005,8,WA,Total Electric Power Industry,Natural Gas (Mcf),9109676.67
2005,8,WI,Total Electric Power Industry,Coal (Short Tons),2239813.5
2005,8,WI,Total Electric Power Industry,Petroleum (Barrels),122859.31
2005,8,WI,Total Electric Power Industry,Natural Gas (Mcf),8474919.08
2005,8,WV,Total Electric Power Industry,Coal (Short Tons),3810623.72
2005,8,WV,Total Electric Power Industry,Petroleum (Barrels),28599.05
2005,8,WV,Total Electric Power Industry,Natural Gas (Mcf),495153.5
2005,8,WY,Total Electric Power Industry,Coal (Short Tons),2349660.86
2005,8,WY,Total Electric Power Industry,Petroleum (Barrels),4112.07
2005,8,WY,Total Electric Power Industry,Natural Gas (Mcf),982039.27
2005,9,AK,Total Electric Power Industry,Coal (Short Tons),39163.31
2005,9,AK,Total Electric Power Industry,Petroleum (Barrels),98552.13
2005,9,AK,Total Electric Power Industry,Natural Gas (Mcf),3301571.16
2005,9,AL,Total Electric Power Industry,Coal (Short Tons),3338469.6
2005,9,AL,Total Electric Power Industry,Petroleum (Barrels),38225.16
2005,9,AL,Total Electric Power Industry,Natural Gas (Mcf),9993732.5
2005,9,AR,Total Electric Power Industry,Coal (Short Tons),1185602.38
2005,9,AR,Total Electric Power Industry,Petroleum (Barrels),36162.28
2005,9,AR,Total Electric Power Industry,Natural Gas (Mcf),3937520.07
2005,9,AZ,Total Electric Power Industry,Coal (Short Tons),1761255.73
2005,9,AZ,Total Electric Power Industry,Petroleum (Barrels),5654.38
2005,9,AZ,Total Electric Power Industry,Natural Gas (Mcf),22154948.4
2005,9,CA,Total Electric Power Industry,Coal (Short Tons),64818.19
2005,9,CA,Total Electric Power Industry,Petroleum (Barrels),429904.26
2005,9,CA,Total Electric Power Industry,Natural Gas (Mcf),62255368.5
2005,9,CO,Total Electric Power Industry,Coal (Short Tons),1486292.35
2005,9,CO,Total Electric Power Industry,Petroleum (Barrels),3825.68
2005,9,CO,Total Electric Power Industry,Natural Gas (Mcf),8072652.98
2005,9,CT,Total Electric Power Industry,Coal (Short Tons),138539
2005,9,CT,Total Electric Power Industry,Petroleum (Barrels),486097.75
2005,9,CT,Total Electric Power Industry,Natural Gas (Mcf),4365508.61
2005,9,DC,Total Electric Power Industry,Petroleum (Barrels),15039
2005,9,DE,Total Electric Power Industry,Coal (Short Tons),220465.7
2005,9,DE,Total Electric Power Industry,Petroleum (Barrels),123690.52
2005,9,DE,Total Electric Power Industry,Natural Gas (Mcf),1309138.85
2005,9,FL,Total Electric Power Industry,Coal (Short Tons),2341041.94
2005,9,FL,Total Electric Power Industry,Petroleum (Barrels),7303456.23
2005,9,FL,Total Electric Power Industry,Natural Gas (Mcf),59063597.7
2005,9,GA,Total Electric Power Industry,Coal (Short Tons),3572602.86
2005,9,GA,Total Electric Power Industry,Petroleum (Barrels),137694.33
2005,9,GA,Total Electric Power Industry,Natural Gas (Mcf),11370706.4
2005,9,HI,Total Electric Power Industry,Coal (Short Tons),56084.23
2005,9,HI,Total Electric Power Industry,Petroleum (Barrels),1348880.55
2005,9,IA,Total Electric Power Industry,Coal (Short Tons),1709818.43
2005,9,IA,Total Electric Power Industry,Petroleum (Barrels),23490.17
2005,9,IA,Total Electric Power Industry,Natural Gas (Mcf),1817454.58
2005,9,ID,Total Electric Power Industry,Coal (Short Tons),1889.25
2005,9,ID,Total Electric Power Industry,Petroleum (Barrels),1
2005,9,ID,Total Electric Power Industry,Natural Gas (Mcf),1082341.14
2005,9,IL,Total Electric Power Industry,Coal (Short Tons),4805189.63
2005,9,IL,Total Electric Power Industry,Petroleum (Barrels),31841.42
2005,9,IL,Total Electric Power Industry,Natural Gas (Mcf),6571303.72
2005,9,IN,Total Electric Power Industry,Coal (Short Tons),5188704.29
2005,9,IN,Total Electric Power Industry,Petroleum (Barrels),17992.74
2005,9,IN,Total Electric Power Industry,Natural Gas (Mcf),2583286.59
2005,9,KS,Total Electric Power Industry,Coal (Short Tons),1790252.63
2005,9,KS,Total Electric Power Industry,Petroleum (Barrels),235816.06
2005,9,KS,Total Electric Power Industry,Natural Gas (Mcf),1331167.87
2005,9,KY,Total Electric Power Industry,Coal (Short Tons),3556016.27
2005,9,KY,Total Electric Power Industry,Petroleum (Barrels),604596.26
2005,9,KY,Total Electric Power Industry,Natural Gas (Mcf),2011419.88
2005,9,LA,Total Electric Power Industry,Coal (Short Tons),1309282.7
2005,9,LA,Total Electric Power Industry,Petroleum (Barrels),463204.69
2005,9,LA,Total Electric Power Industry,Natural Gas (Mcf),29390748.7
2005,9,MA,Total Electric Power Industry,Coal (Short Tons),408610.99
2005,9,MA,Total Electric Power Industry,Petroleum (Barrels),986135.97
2005,9,MA,Total Electric Power Industry,Natural Gas (Mcf),15627699.9
2005,9,MD,Total Electric Power Industry,Coal (Short Tons),1050377.87
2005,9,MD,Total Electric Power Industry,Petroleum (Barrels),689170.5
2005,9,MD,Total Electric Power Industry,Natural Gas (Mcf),1953996.36
2005,9,ME,Total Electric Power Industry,Coal (Short Tons),5556.39
2005,9,ME,Total Electric Power Industry,Petroleum (Barrels),197509.48
2005,9,ME,Total Electric Power Industry,Natural Gas (Mcf),5089600
2005,9,MI,Total Electric Power Industry,Coal (Short Tons),3003825.3
2005,9,MI,Total Electric Power Industry,Petroleum (Barrels),128031.67
2005,9,MI,Total Electric Power Industry,Natural Gas (Mcf),8861217.56
2005,9,MN,Total Electric Power Industry,Coal (Short Tons),1569041.51
2005,9,MN,Total Electric Power Industry,Petroleum (Barrels),66605.57
2005,9,MN,Total Electric Power Industry,Natural Gas (Mcf),2206670.8
2005,9,MO,Total Electric Power Industry,Coal (Short Tons),3774542.08
2005,9,MO,Total Electric Power Industry,Petroleum (Barrels),10244.68
2005,9,MO,Total Electric Power Industry,Natural Gas (Mcf),3437555.93
2005,9,MS,Total Electric Power Industry,Coal (Short Tons),494126.05
2005,9,MS,Total Electric Power Industry,Petroleum (Barrels),341244.84
2005,9,MS,Total Electric Power Industry,Natural Gas (Mcf),14845212.9
2005,9,MT,Total Electric Power Industry,Coal (Short Tons),992931.79
2005,9,MT,Total Electric Power Industry,Petroleum (Barrels),59265.67
2005,9,MT,Total Electric Power Industry,Natural Gas (Mcf),25402.05
2005,9,NC,Total Electric Power Industry,Coal (Short Tons),2856230.99
2005,9,NC,Total Electric Power Industry,Petroleum (Barrels),80217.4
2005,9,NC,Total Electric Power Industry,Natural Gas (Mcf),3073011.64
2005,9,ND,Total Electric Power Industry,Coal (Short Tons),2106425.98
2005,9,ND,Total Electric Power Industry,Petroleum (Barrels),6782.88
2005,9,ND,Total Electric Power Industry,Natural Gas (Mcf),1481.97
2005,9,NE,Total Electric Power Industry,Coal (Short Tons),1109299.36
2005,9,NE,Total Electric Power Industry,Petroleum (Barrels),4634.3
2005,9,NE,Total Electric Power Industry,Natural Gas (Mcf),823947.19
2005,9,NH,Total Electric Power Industry,Coal (Short Tons),158277
2005,9,NH,Total Electric Power Industry,Petroleum (Barrels),119492.91
2005,9,NH,Total Electric Power Industry,Natural Gas (Mcf),3741806.36
2005,9,NJ,Total Electric Power Industry,Coal (Short Tons),414144.8
2005,9,NJ,Total Electric Power Industry,Petroleum (Barrels),131000.77
2005,9,NJ,Total Electric Power Industry,Natural Gas (Mcf),11103704.5
2005,9,NM,Total Electric Power Industry,Coal (Short Tons),1495577.53
2005,9,NM,Total Electric Power Industry,Petroleum (Barrels),3404.71
2005,9,NM,Total Electric Power Industry,Natural Gas (Mcf),4195213.04
2005,9,NV,Total Electric Power Industry,Coal (Short Tons),705258
2005,9,NV,Total Electric Power Industry,Petroleum (Barrels),2421.83
2005,9,NV,Total Electric Power Industry,Natural Gas (Mcf),14417203
2005,9,NY,Total Electric Power Industry,Coal (Short Tons),812171.19
2005,9,NY,Total Electric Power Industry,Petroleum (Barrels),4130074.55
2005,9,NY,Total Electric Power Industry,Natural Gas (Mcf),28833747.3
2005,9,OH,Total Electric Power Industry,Coal (Short Tons),4975648.16
2005,9,OH,Total Electric Power Industry,Petroleum (Barrels),221954.06
2005,9,OH,Total Electric Power Industry,Natural Gas (Mcf),1892247.5
2005,9,OK,Total Electric Power Industry,Coal (Short Tons),1876216.43
2005,9,OK,Total Electric Power Industry,Petroleum (Barrels),13728.77
2005,9,OK,Total Electric Power Industry,Natural Gas (Mcf),27827960
2005,9,OR,Total Electric Power Industry,Coal (Short Tons),243842
2005,9,OR,Total Electric Power Industry,Petroleum (Barrels),2804.54
2005,9,OR,Total Electric Power Industry,Natural Gas (Mcf),8571040.94
2005,9,PA,Total Electric Power Industry,Coal (Short Tons),4526652.89
2005,9,PA,Total Electric Power Industry,Petroleum (Barrels),818771.99
2005,9,PA,Total Electric Power Industry,Natural Gas (Mcf),10607513
2005,9,RI,Total Electric Power Industry,Petroleum (Barrels),12201.45
2005,9,RI,Total Electric Power Industry,Natural Gas (Mcf),3735635.33
2005,9,SC,Total Electric Power Industry,Coal (Short Tons),1423119.11
2005,9,SC,Total Electric Power Industry,Petroleum (Barrels),69669.69
2005,9,SC,Total Electric Power Industry,Natural Gas (Mcf),4458694.65
2005,9,SD,Total Electric Power Industry,Coal (Short Tons),157797.51
2005,9,SD,Total Electric Power Industry,Petroleum (Barrels),1803.37
2005,9,SD,Total Electric Power Industry,Natural Gas (Mcf),246624.68
2005,9,TN,Total Electric Power Industry,Coal (Short Tons),2387881.55
2005,9,TN,Total Electric Power Industry,Petroleum (Barrels),51832.27
2005,9,TN,Total Electric Power Industry,Natural Gas (Mcf),465863.86
2005,9,TX,Total Electric Power Industry,Coal (Short Tons),8951538
2005,9,TX,Total Electric Power Industry,Petroleum (Barrels),357570.69
2005,9,TX,Total Electric Power Industry,Natural Gas (Mcf),156505033
2005,9,UT,Total Electric Power Industry,Coal (Short Tons),1420780.42
2005,9,UT,Total Electric Power Industry,Petroleum (Barrels),6593.47
2005,9,UT,Total Electric Power Industry,Natural Gas (Mcf),1229387.54
2005,9,VA,Total Electric Power Industry,Coal (Short Tons),1151908.1
2005,9,VA,Total Electric Power Industry,Petroleum (Barrels),790450.04
2005,9,VA,Total Electric Power Industry,Natural Gas (Mcf),8243927.73
2005,9,VT,Total Electric Power Industry,Petroleum (Barrels),1842.93
2005,9,VT,Total Electric Power Industry,Natural Gas (Mcf),2847
2005,9,WA,Total Electric Power Industry,Coal (Short Tons),635596.1
2005,9,WA,Total Electric Power Industry,Petroleum (Barrels),5079.54
2005,9,WA,Total Electric Power Industry,Natural Gas (Mcf),5554791.42
2005,9,WI,Total Electric Power Industry,Coal (Short Tons),2054057.87
2005,9,WI,Total Electric Power Industry,Petroleum (Barrels),97658.97
2005,9,WI,Total Electric Power Industry,Natural Gas (Mcf),6022596.29
2005,9,WV,Total Electric Power Industry,Coal (Short Tons),3356164.39
2005,9,WV,Total Electric Power Industry,Petroleum (Barrels),23198.97
2005,9,WV,Total Electric Power Industry,Natural Gas (Mcf),107072.15
2005,9,WY,Total Electric Power Industry,Coal (Short Tons),2176582.38
2005,9,WY,Total Electric Power Industry,Petroleum (Barrels),8511.37
2005,9,WY,Total Electric Power Industry,Natural Gas (Mcf),656048.72
2005,10,AK,Total Electric Power Industry,Coal (Short Tons),41089.85
2005,10,AK,Total Electric Power Industry,Petroleum (Barrels),115674.65
2005,10,AK,Total Electric Power Industry,Natural Gas (Mcf),3607562.66
2005,10,AL,Total Electric Power Industry,Coal (Short Tons),3116456.55
2005,10,AL,Total Electric Power Industry,Petroleum (Barrels),28402.59
2005,10,AL,Total Electric Power Industry,Natural Gas (Mcf),6049420.2
2005,10,AR,Total Electric Power Industry,Coal (Short Tons),1230110.73
2005,10,AR,Total Electric Power Industry,Petroleum (Barrels),24526.92
2005,10,AR,Total Electric Power Industry,Natural Gas (Mcf),2885736.16
2005,10,AZ,Total Electric Power Industry,Coal (Short Tons),1830882.99
2005,10,AZ,Total Electric Power Industry,Petroleum (Barrels),4134.67
2005,10,AZ,Total Electric Power Industry,Natural Gas (Mcf),19378882.7
2005,10,CA,Total Electric Power Industry,Coal (Short Tons),63072.45
2005,10,CA,Total Electric Power Industry,Petroleum (Barrels),367300.77
2005,10,CA,Total Electric Power Industry,Natural Gas (Mcf),54948461.7
2005,10,CO,Total Electric Power Industry,Coal (Short Tons),1339775.43
2005,10,CO,Total Electric Power Industry,Petroleum (Barrels),1857.02
2005,10,CO,Total Electric Power Industry,Natural Gas (Mcf),7057460.79
2005,10,CT,Total Electric Power Industry,Coal (Short Tons),83756.66
2005,10,CT,Total Electric Power Industry,Petroleum (Barrels),758575.62
2005,10,CT,Total Electric Power Industry,Natural Gas (Mcf),4977697.08
2005,10,DC,Total Electric Power Industry,Petroleum (Barrels),28883
2005,10,DE,Total Electric Power Industry,Coal (Short Tons),176490.05
2005,10,DE,Total Electric Power Industry,Petroleum (Barrels),92027.72
2005,10,DE,Total Electric Power Industry,Natural Gas (Mcf),943928.97
2005,10,FL,Total Electric Power Industry,Coal (Short Tons),2265223.14
2005,10,FL,Total Electric Power Industry,Petroleum (Barrels),5081225.4
2005,10,FL,Total Electric Power Industry,Natural Gas (Mcf),54636819.7
2005,10,GA,Total Electric Power Industry,Coal (Short Tons),3366374.19
2005,10,GA,Total Electric Power Industry,Petroleum (Barrels),105062.27
2005,10,GA,Total Electric Power Industry,Natural Gas (Mcf),4625343
2005,10,HI,Total Electric Power Industry,Coal (Short Tons),60898.65
2005,10,HI,Total Electric Power Industry,Petroleum (Barrels),1189564.34
2005,10,IA,Total Electric Power Industry,Coal (Short Tons),1788611.82
2005,10,IA,Total Electric Power Industry,Petroleum (Barrels),29919.59
2005,10,IA,Total Electric Power Industry,Natural Gas (Mcf),980558.93
2005,10,ID,Total Electric Power Industry,Coal (Short Tons),1769.2
2005,10,ID,Total Electric Power Industry,Petroleum (Barrels),1.11
2005,10,ID,Total Electric Power Industry,Natural Gas (Mcf),1106636.86
2005,10,IL,Total Electric Power Industry,Coal (Short Tons),4328790.05
2005,10,IL,Total Electric Power Industry,Petroleum (Barrels),32160.27
2005,10,IL,Total Electric Power Industry,Natural Gas (Mcf),2657999.76
2005,10,IN,Total Electric Power Industry,Coal (Short Tons),4673291.48
2005,10,IN,Total Electric Power Industry,Petroleum (Barrels),19645.62
2005,10,IN,Total Electric Power Industry,Natural Gas (Mcf),1387089.77
2005,10,KS,Total Electric Power Industry,Coal (Short Tons),1695788.11
2005,10,KS,Total Electric Power Industry,Petroleum (Barrels),105397.62
2005,10,KS,Total Electric Power Industry,Natural Gas (Mcf),929998.91
2005,10,KY,Total Electric Power Industry,Coal (Short Tons),3046778.43
2005,10,KY,Total Electric Power Industry,Petroleum (Barrels),733077.05
2005,10,KY,Total Electric Power Industry,Natural Gas (Mcf),664860.18
2005,10,LA,Total Electric Power Industry,Coal (Short Tons),1273862.95
2005,10,LA,Total Electric Power Industry,Petroleum (Barrels),593311.59
2005,10,LA,Total Electric Power Industry,Natural Gas (Mcf),24378779
2005,10,MA,Total Electric Power Industry,Coal (Short Tons),448059.28
2005,10,MA,Total Electric Power Industry,Petroleum (Barrels),1232462.66
2005,10,MA,Total Electric Power Industry,Natural Gas (Mcf),10483755.7
2005,10,MD,Total Electric Power Industry,Coal (Short Tons),970178.72
2005,10,MD,Total Electric Power Industry,Petroleum (Barrels),555941.48
2005,10,MD,Total Electric Power Industry,Natural Gas (Mcf),1828236.7
2005,10,ME,Total Electric Power Industry,Coal (Short Tons),3586.38
2005,10,ME,Total Electric Power Industry,Petroleum (Barrels),155349.62
2005,10,ME,Total Electric Power Industry,Natural Gas (Mcf),5045137.82
2005,10,MI,Total Electric Power Industry,Coal (Short Tons),2969671.16
2005,10,MI,Total Electric Power Industry,Petroleum (Barrels),111265.21
2005,10,MI,Total Electric Power Industry,Natural Gas (Mcf),6113941.18
2005,10,MN,Total Electric Power Industry,Coal (Short Tons),1299627.81
2005,10,MN,Total Electric Power Industry,Petroleum (Barrels),46100.79
2005,10,MN,Total Electric Power Industry,Natural Gas (Mcf),1931185.41
2005,10,MO,Total Electric Power Industry,Coal (Short Tons),3933373.44
2005,10,MO,Total Electric Power Industry,Petroleum (Barrels),12227.5
2005,10,MO,Total Electric Power Industry,Natural Gas (Mcf),1039236.48
2005,10,MS,Total Electric Power Industry,Coal (Short Tons),754849.32
2005,10,MS,Total Electric Power Industry,Petroleum (Barrels),195171.13
2005,10,MS,Total Electric Power Industry,Natural Gas (Mcf),7446730.72
2005,10,MT,Total Electric Power Industry,Coal (Short Tons),962258.59
